,Date,Year,Month,Day,指数级别
111,20170422,2017,04,22,良
112,20170423,2017,04,23,优
113,20170424,2017,04,24,良
114,20170425,2017,04,25,优
115,20170426,2017,04,26,优
116,20170427,2017,04,27,良
117,20170428,2017,04,28,优
118,20170429,2017,04,29,优
119,20170430,2017,04,30,良
120,20170501,2017,05,01,良
121,20170502,2017,05,02,良
122,20170503,2017,05,03,良
123,20170504,2017,05,04,重度污染
124,20170505,2017,05,05,良
125,20170506,2017,05,06,优
126,20170507,2017,05,07,优
127,20170508,2017,05,08,优
128,20170509,2017,05,09,良
129,20170510,2017,05,10,优
130,20170511,2017,05,11,良
131,20170512,2017,05,12,良
132,20170513,2017,05,13,良
133,20170514,2017,05,14,优
134,20170515,2017,05,15,优
135,20170516,2017,05,16,优
136,20170517,2017,05,17,优
137,20170518,2017,05,18,良
138,20170519,2017,05,19,良
139,20170520,2017,05,20,良
140,20170521,2017,05,21,良
141,20170522,2017,05,22,优
142,20170523,2017,05,23,优
143,20170524,2017,05,24,优
144,20170525,2017,05,25,优
145,20170526,2017,05,26,优
146,20170527,2017,05,27,良
147,20170528,2017,05,28,良
148,20170529,2017,05,29,良
149,20170530,2017,05,30,良
150,20170531,2017,05,31,优
151,20170601,2017,06,01,良
152,20170602,2017,06,02,良
153,20170603,2017,06,03,优
154,20170604,2017,06,04,优
155,20170605,2017,06,05,良
156,20170606,2017,06,06,优
157,20170607,2017,06,07,优
158,20170608,2017,06,08,优
159,20170609,2017,06,09,优
160,20170610,2017,06,10,良
161,20170611,2017,06,11,良
162,20170612,2017,06,12,良
163,20170613,2017,06,13,良
164,20170614,2017,06,14,良
165,20170615,2017,06,15,良
166,20170616,2017,06,16,良
167,20170617,2017,06,17,良
168,20170618,2017,06,18,良
169,20170619,2017,06,19,优
170,20170620,2017,06,20,优
171,20170621,2017,06,21,良
172,20170622,2017,06,22,良
173,20170623,2017,06,23,良
174,20170624,2017,06,24,优
175,20170625,2017,06,25,优
176,20170626,2017,06,26,优
177,20170627,2017,06,27,良
178,20170628,2017,06,28,良
179,20170629,2017,06,29,良
180,20170630,2017,06,30,良
181,20170701,2017,07,01,轻度污染
182,20170702,2017,07,02,轻度污染
183,20170703,2017,07,03,良
184,20170704,2017,07,04,良
185,20170705,2017,07,05,良
186,20170706,2017,07,06,良
187,20170707,2017,07,07,良
188,20170708,2017,07,08,优
189,20170709,2017,07,09,优
190,20170710,2017,07,10,优
191,20170711,2017,07,11,良
192,20170712,2017,07,12,轻度污染
193,20170713,2017,07,13,轻度污染
194,20170714,2017,07,14,优
195,20170715,2017,07,15,良
196,20170716,2017,07,16,良
197,20170717,2017,07,17,良
198,20170718,2017,07,18,良
199,20170719,2017,07,19,良
200,20170720,2017,07,20,良
201,20170721,2017,07,21,优
202,20170722,2017,07,22,优
203,20170723,2017,07,23,良
204,20170724,2017,07,24,优
205,20170725,2017,07,25,优
206,20170726,2017,07,26,良
207,20170727,2017,07,27,优
208,20170728,2017,07,28,优
209,20170729,2017,07,29,优
210,20170730,2017,07,30,良
211,20170731,2017,07,31,良
212,20170801,2017,08,01,良
213,20170802,2017,08,02,良
214,20170803,2017,08,03,优
215,20170804,2017,08,04,优
216,20170805,2017,08,05,良
217,20170806,2017,08,06,优
218,20170807,2017,08,07,优
219,20170808,2017,08,08,优
220,20170809,2017,08,09,优
221,20170810,2017,08,10,良
222,20170811,2017,08,11,良
223,20170812,2017,08,12,良
224,20170813,2017,08,13,良
225,20170814,2017,08,14,良
226,20170815,2017,08,15,优
227,20170816,2017,08,16,优
228,20170817,2017,08,17,优
229,20170818,2017,08,18,良
230,20170819,2017,08,19,良
231,20170820,2017,08,20,良
232,20170821,2017,08,21,良
233,20170822,2017,08,22,优
234,20170823,2017,08,23,优
235,20170824,2017,08,24,优
236,20170825,2017,08,25,优
237,20170826,2017,08,26,优
238,20170827,2017,08,27,优
239,20170828,2017,08,28,优
240,20170829,2017,08,29,优
241,20170830,2017,08,30,优
242,20170831,2017,08,31,良
243,20170901,2017,09,01,良
244,20170902,2017,09,02,良
245,20170903,2017,09,03,良
246,20170904,2017,09,04,良
247,20170905,2017,09,05,优
248,20170906,2017,09,06,优
249,20170907,2017,09,07,优
250,20170908,2017,09,08,优
251,20170909,2017,09,09,良
252,20170910,2017,09,10,良
253,20170911,2017,09,11,优
254,20170912,2017,09,12,优
255,20170913,2017,09,13,良
256,20170914,2017,09,14,良
257,20170915,2017,09,15,良
258,20170916,2017,09,16,优
259,20170917,2017,09,17,优
260,20170918,2017,09,18,优
261,20170919,2017,09,19,优
262,20170920,2017,09,20,优
263,20170921,2017,09,21,良
264,20170922,2017,09,22,良
265,20170923,2017,09,23,良
266,20170924,2017,09,24,良
267,20170925,2017,09,25,良
268,20170926,2017,09,26,良
269,20170927,2017,09,27,优
270,20170928,2017,09,28,优
271,20170929,2017,09,29,优
272,20170930,2017,09,30,良
273,20171001,2017,10,01,良
274,20171002,2017,10,02,优
275,20171003,2017,10,03,优
276,20171004,2017,10,04,优
277,20171005,2017,10,05,良
278,20171006,2017,10,06,良
279,20171007,2017,10,07,良
280,20171008,2017,10,08,良
281,20171009,2017,10,09,优
282,20171010,2017,10,10,优
283,20171011,2017,10,11,优
284,20171012,2017,10,12,优
285,20171013,2017,10,13,优
286,20171014,2017,10,14,优
287,20171015,2017,10,15,优
288,20171016,2017,10,16,优
289,20171017,2017,10,17,良
290,20171018,2017,10,18,良
291,20171019,2017,10,19,良
292,20171020,2017,10,20,良
293,20171021,2017,10,21,优
294,20171022,2017,10,22,优
295,20171023,2017,10,23,优
296,20171024,2017,10,24,良
297,20171025,2017,10,25,良
298,20171026,2017,10,26,良
299,20171027,2017,10,27,良
300,20171028,2017,10,28,优
301,20171029,2017,10,29,优
302,20171030,2017,10,30,优
303,20171031,2017,10,31,良
304,20171101,2017,11,01,优
305,20171102,2017,11,02,优
306,20171103,2017,11,03,优
307,20171104,2017,11,04,优
308,20171105,2017,11,05,良
309,20171106,2017,11,06,良
310,20171107,2017,11,07,良
311,20171108,2017,11,08,优
312,20171109,2017,11,09,良
313,20171110,2017,11,10,优
314,20171111,2017,11,11,优
315,20171112,2017,11,12,优
316,20171113,2017,11,13,优
317,20171114,2017,11,14,优
318,20171115,2017,11,15,优
319,20171116,2017,11,16,良
320,20171117,2017,11,17,优
321,20171118,2017,11,18,优
322,20171119,2017,11,19,优
323,20171120,2017,11,20,优
324,20171121,2017,11,21,优
325,20171122,2017,11,22,优
326,20171123,2017,11,23,优
327,20171124,2017,11,24,优
328,20171125,2017,11,25,优
329,20171126,2017,11,26,优
330,20171127,2017,11,27,良
331,20171128,2017,11,28,优
332,20171129,2017,11,29,优
333,20171130,2017,11,30,优
334,20171201,2017,12,01,优
335,20171202,2017,12,02,优
336,20171203,2017,12,03,优
337,20171204,2017,12,04,优
338,20171205,2017,12,05,优
339,20171206,2017,12,06,优
340,20171207,2017,12,07,优
341,20171208,2017,12,08,优
342,20171209,2017,12,09,优
343,20171210,2017,12,10,优
344,20171211,2017,12,11,优
345,20171212,2017,12,12,优
346,20171213,2017,12,13,良
347,20171214,2017,12,14,良
348,20171215,2017,12,15,优
349,20171216,2017,12,16,优
350,20171217,2017,12,17,优
351,20171218,2017,12,18,优
352,20171219,2017,12,19,优
353,20171220,2017,12,20,优
354,20171221,2017,12,21,优
355,20171222,2017,12,22,优
356,20171223,2017,12,23,优
357,20171224,2017,12,24,优
358,20171225,2017,12,25,优
359,20171226,2017,12,26,优
360,20171227,2017,12,27,良
361,20171228,2017,12,28,良
362,20171229,2017,12,29,良
363,20171230,2017,12,30,优
364,20171231,2017,12,31,优
