,Date,Year,Month,Day,指数级别
159,20170609,2017,06,09,优
160,20170610,2017,06,10,优
161,20170611,2017,06,11,优
162,20170612,2017,06,12,优
163,20170613,2017,06,13,优
164,20170614,2017,06,14,优
165,20170615,2017,06,15,优
166,20170616,2017,06,16,优
167,20170617,2017,06,17,优
168,20170618,2017,06,18,良
169,20170619,2017,06,19,良
170,20170620,2017,06,20,良
171,20170621,2017,06,21,优
172,20170622,2017,06,22,优
173,20170623,2017,06,23,优
174,20170624,2017,06,24,优
175,20170625,2017,06,25,优
176,20170626,2017,06,26,优
177,20170627,2017,06,27,优
178,20170628,2017,06,28,优
179,20170629,2017,06,29,优
180,20170630,2017,06,30,优
181,20170701,2017,07,01,优
182,20170702,2017,07,02,优
183,20170703,2017,07,03,优
184,20170704,2017,07,04,优
185,20170705,2017,07,05,优
186,20170706,2017,07,06,优
187,20170707,2017,07,07,优
188,20170708,2017,07,08,优
189,20170709,2017,07,09,优
190,20170710,2017,07,10,优
191,20170711,2017,07,11,优
192,20170712,2017,07,12,优
193,20170713,2017,07,13,优
194,20170714,2017,07,14,优
195,20170715,2017,07,15,优
196,20170716,2017,07,16,优
197,20170717,2017,07,17,优
198,20170718,2017,07,18,优
199,20170719,2017,07,19,优
200,20170720,2017,07,20,优
201,20170721,2017,07,21,优
202,20170722,2017,07,22,优
203,20170723,2017,07,23,优
204,20170724,2017,07,24,优
205,20170725,2017,07,25,优
206,20170726,2017,07,26,优
207,20170727,2017,07,27,优
208,20170728,2017,07,28,优
209,20170729,2017,07,29,良
210,20170730,2017,07,30,良
211,20170731,2017,07,31,良
212,20170801,2017,08,01,良
213,20170802,2017,08,02,良
214,20170803,2017,08,03,优
215,20170804,2017,08,04,优
216,20170805,2017,08,05,优
217,20170806,2017,08,06,优
218,20170807,2017,08,07,优
219,20170808,2017,08,08,优
220,20170809,2017,08,09,优
221,20170810,2017,08,10,优
222,20170811,2017,08,11,优
223,20170812,2017,08,12,优
224,20170813,2017,08,13,优
225,20170814,2017,08,14,优
226,20170815,2017,08,15,优
227,20170816,2017,08,16,优
228,20170817,2017,08,17,优
229,20170818,2017,08,18,优
230,20170819,2017,08,19,优
231,20170820,2017,08,20,优
232,20170821,2017,08,21,优
233,20170822,2017,08,22,优
234,20170823,2017,08,23,良
235,20170824,2017,08,24,优
236,20170825,2017,08,25,优
237,20170826,2017,08,26,优
238,20170827,2017,08,27,优
239,20170828,2017,08,28,优
240,20170829,2017,08,29,优
241,20170830,2017,08,30,优
242,20170831,2017,08,31,优
243,20170901,2017,09,01,优
244,20170902,2017,09,02,良
245,20170903,2017,09,03,良
246,20170904,2017,09,04,良
247,20170905,2017,09,05,优
248,20170906,2017,09,06,良
249,20170907,2017,09,07,优
250,20170908,2017,09,08,优
251,20170909,2017,09,09,优
252,20170910,2017,09,10,优
253,20170911,2017,09,11,优
254,20170912,2017,09,12,优
255,20170913,2017,09,13,良
256,20170914,2017,09,14,良
257,20170915,2017,09,15,良
258,20170916,2017,09,16,良
259,20170917,2017,09,17,良
260,20170918,2017,09,18,良
261,20170919,2017,09,19,优
262,20170920,2017,09,20,优
263,20170921,2017,09,21,优
264,20170922,2017,09,22,良
265,20170923,2017,09,23,良
266,20170924,2017,09,24,优
267,20170925,2017,09,25,优
268,20170926,2017,09,26,优
269,20170927,2017,09,27,优
270,20170928,2017,09,28,良
271,20170929,2017,09,29,优
272,20170930,2017,09,30,优
273,20171001,2017,10,01,优
274,20171002,2017,10,02,优
275,20171003,2017,10,03,优
276,20171004,2017,10,04,优
277,20171005,2017,10,05,优
278,20171006,2017,10,06,优
279,20171007,2017,10,07,优
280,20171008,2017,10,08,优
281,20171009,2017,10,09,良
282,20171010,2017,10,10,良
283,20171011,2017,10,11,良
284,20171012,2017,10,12,优
285,20171013,2017,10,13,优
286,20171014,2017,10,14,优
287,20171015,2017,10,15,优
288,20171016,2017,10,16,优
289,20171017,2017,10,17,优
290,20171018,2017,10,18,优
291,20171019,2017,10,19,优
292,20171020,2017,10,20,优
293,20171021,2017,10,21,优
294,20171022,2017,10,22,良
295,20171023,2017,10,23,良
296,20171024,2017,10,24,良
297,20171025,2017,10,25,良
298,20171026,2017,10,26,良
299,20171027,2017,10,27,良
300,20171028,2017,10,28,良
301,20171029,2017,10,29,良
302,20171030,2017,10,30,良
303,20171031,2017,10,31,良
304,20171101,2017,11,01,良
305,20171102,2017,11,02,良
306,20171103,2017,11,03,良
307,20171104,2017,11,04,良
308,20171105,2017,11,05,良
309,20171106,2017,11,06,良
310,20171107,2017,11,07,良
311,20171108,2017,11,08,良
312,20171109,2017,11,09,良
313,20171110,2017,11,10,良
314,20171111,2017,11,11,优
315,20171112,2017,11,12,优
316,20171113,2017,11,13,良
317,20171114,2017,11,14,优
318,20171115,2017,11,15,优
319,20171116,2017,11,16,良
320,20171117,2017,11,17,良
321,20171118,2017,11,18,优
322,20171119,2017,11,19,优
323,20171120,2017,11,20,优
324,20171121,2017,11,21,优
325,20171122,2017,11,22,优
326,20171123,2017,11,23,优
327,20171124,2017,11,24,良
328,20171125,2017,11,25,良
329,20171126,2017,11,26,优
330,20171127,2017,11,27,良
331,20171128,2017,11,28,良
332,20171129,2017,11,29,良
333,20171130,2017,11,30,优
334,20171201,2017,12,01,优
335,20171202,2017,12,02,优
336,20171203,2017,12,03,良
337,20171204,2017,12,04,良
338,20171205,2017,12,05,良
339,20171206,2017,12,06,轻度污染
340,20171207,2017,12,07,轻度污染
341,20171208,2017,12,08,良
342,20171209,2017,12,09,良
343,20171210,2017,12,10,良
344,20171211,2017,12,11,良
345,20171212,2017,12,12,良
346,20171213,2017,12,13,良
347,20171214,2017,12,14,优
348,20171215,2017,12,15,优
349,20171216,2017,12,16,良
350,20171217,2017,12,17,良
351,20171218,2017,12,18,良
352,20171219,2017,12,19,良
353,20171220,2017,12,20,良
354,20171221,2017,12,21,良
355,20171222,2017,12,22,良
356,20171223,2017,12,23,良
357,20171224,2017,12,24,良
358,20171225,2017,12,25,良
359,20171226,2017,12,26,良
360,20171227,2017,12,27,轻度污染
361,20171228,2017,12,28,轻度污染
362,20171229,2017,12,29,轻度污染
363,20171230,2017,12,30,优
364,20171231,2017,12,31,良
