,Date,Year,Month,Day,指数级别
65,20150307,2015,03,07,良
66,20150308,2015,03,08,良
67,20150309,2015,03,09,轻度污染
68,20150310,2015,03,10,优
69,20150311,2015,03,11,良
70,20150312,2015,03,12,良
71,20150313,2015,03,13,良
72,20150314,2015,03,14,轻度污染
73,20150315,2015,03,15,轻度污染
74,20150316,2015,03,16,良
75,20150317,2015,03,17,良
76,20150318,2015,03,18,优
77,20150319,2015,03,19,良
78,20150320,2015,03,20,良
79,20150321,2015,03,21,良
80,20150322,2015,03,22,良
81,20150323,2015,03,23,良
82,20150324,2015,03,24,良
83,20150325,2015,03,25,优
84,20150326,2015,03,26,良
85,20150327,2015,03,27,良
86,20150328,2015,03,28,良
87,20150329,2015,03,29,良
88,20150330,2015,03,30,良
89,20150331,2015,03,31,优
90,20150401,2015,04,01,良
91,20150402,2015,04,02,优
92,20150403,2015,04,03,良
93,20150404,2015,04,04,良
94,20150405,2015,04,05,良
95,20150406,2015,04,06,良
96,20150407,2015,04,07,优
97,20150408,2015,04,08,优
98,20150409,2015,04,09,良
99,20150410,2015,04,10,良
100,20150411,2015,04,11,良
101,20150412,2015,04,12,良
102,20150413,2015,04,13,优
103,20150414,2015,04,14,良
104,20150415,2015,04,15,良
105,20150416,2015,04,16,良
106,20150417,2015,04,17,良
107,20150418,2015,04,18,良
108,20150419,2015,04,19,良
109,20150420,2015,04,20,良
110,20150421,2015,04,21,良
111,20150422,2015,04,22,良
112,20150423,2015,04,23,良
113,20150424,2015,04,24,良
114,20150425,2015,04,25,良
115,20150426,2015,04,26,良
116,20150427,2015,04,27,良
117,20150428,2015,04,28,良
118,20150429,2015,04,29,良
119,20150430,2015,04,30,良
120,20150501,2015,05,01,良
121,20150502,2015,05,02,优
122,20150503,2015,05,03,良
123,20150504,2015,05,04,良
124,20150505,2015,05,05,良
125,20150506,2015,05,06,良
126,20150507,2015,05,07,良
127,20150508,2015,05,08,轻度污染
128,20150509,2015,05,09,轻度污染
129,20150510,2015,05,10,良
130,20150511,2015,05,11,良
131,20150512,2015,05,12,良
132,20150513,2015,05,13,良
133,20150514,2015,05,14,优
134,20150515,2015,05,15,良
135,20150516,2015,05,16,良
136,20150517,2015,05,17,良
137,20150518,2015,05,18,良
138,20150519,2015,05,19,良
139,20150520,2015,05,20,良
140,20150521,2015,05,21,良
141,20150522,2015,05,22,良
142,20150523,2015,05,23,轻度污染
143,20150524,2015,05,24,轻度污染
144,20150525,2015,05,25,良
145,20150526,2015,05,26,轻度污染
146,20150527,2015,05,27,轻度污染
147,20150528,2015,05,28,轻度污染
148,20150529,2015,05,29,良
149,20150530,2015,05,30,良
150,20150531,2015,05,31,良
151,20150601,2015,06,01,良
152,20150602,2015,06,02,良
153,20150603,2015,06,03,良
154,20150604,2015,06,04,优
155,20150605,2015,06,05,良
156,20150606,2015,06,06,良
157,20150607,2015,06,07,良
158,20150608,2015,06,08,优
159,20150609,2015,06,09,优
160,20150610,2015,06,10,优
161,20150611,2015,06,11,良
162,20150612,2015,06,12,良
163,20150613,2015,06,13,良
164,20150614,2015,06,14,良
165,20150615,2015,06,15,良
166,20150616,2015,06,16,良
167,20150617,2015,06,17,优
168,20150618,2015,06,18,优
169,20150619,2015,06,19,良
170,20150620,2015,06,20,良
171,20150621,2015,06,21,良
172,20150622,2015,06,22,良
173,20150623,2015,06,23,良
174,20150624,2015,06,24,良
175,20150625,2015,06,25,优
176,20150626,2015,06,26,优
177,20150627,2015,06,27,优
178,20150628,2015,06,28,优
179,20150629,2015,06,29,良
180,20150630,2015,06,30,优
181,20150701,2015,07,01,优
182,20150702,2015,07,02,优
183,20150703,2015,07,03,良
184,20150704,2015,07,04,良
185,20150705,2015,07,05,良
186,20150706,2015,07,06,优
187,20150707,2015,07,07,优
188,20150708,2015,07,08,良
189,20150709,2015,07,09,优
190,20150710,2015,07,10,良
191,20150711,2015,07,11,优
192,20150712,2015,07,12,优
193,20150713,2015,07,13,良
194,20150714,2015,07,14,良
195,20150715,2015,07,15,良
196,20150716,2015,07,16,良
197,20150717,2015,07,17,优
198,20150718,2015,07,18,优
199,20150719,2015,07,19,优
200,20150720,2015,07,20,良
201,20150721,2015,07,21,良
202,20150722,2015,07,22,良
203,20150723,2015,07,23,优
204,20150724,2015,07,24,优
205,20150725,2015,07,25,优
206,20150726,2015,07,26,优
207,20150727,2015,07,27,优
208,20150728,2015,07,28,优
209,20150729,2015,07,29,优
210,20150730,2015,07,30,优
211,20150731,2015,07,31,优
212,20150801,2015,08,01,优
213,20150802,2015,08,02,优
214,20150803,2015,08,03,优
215,20150804,2015,08,04,优
216,20150805,2015,08,05,优
217,20150806,2015,08,06,优
218,20150807,2015,08,07,良
219,20150808,2015,08,08,优
220,20150809,2015,08,09,优
221,20150810,2015,08,10,优
222,20150811,2015,08,11,优
223,20150812,2015,08,12,优
224,20150813,2015,08,13,良
225,20150814,2015,08,14,良
226,20150815,2015,08,15,良
227,20150816,2015,08,16,良
228,20150817,2015,08,17,良
229,20150818,2015,08,18,良
230,20150819,2015,08,19,良
231,20150820,2015,08,20,优
232,20150821,2015,08,21,良
233,20150822,2015,08,22,良
234,20150823,2015,08,23,良
235,20150824,2015,08,24,良
236,20150825,2015,08,25,良
237,20150826,2015,08,26,良
238,20150827,2015,08,27,良
239,20150828,2015,08,28,良
240,20150829,2015,08,29,良
241,20150830,2015,08,30,良
242,20150831,2015,08,31,良
243,20150901,2015,09,01,良
244,20150902,2015,09,02,良
245,20150903,2015,09,03,良
246,20150904,2015,09,04,良
247,20150905,2015,09,05,优
248,20150906,2015,09,06,良
249,20150907,2015,09,07,良
250,20150908,2015,09,08,优
251,20150909,2015,09,09,优
252,20150910,2015,09,10,优
253,20150911,2015,09,11,良
254,20150912,2015,09,12,良
255,20150913,2015,09,13,良
256,20150914,2015,09,14,良
257,20150915,2015,09,15,良
258,20150916,2015,09,16,优
259,20150917,2015,09,17,良
260,20150918,2015,09,18,良
261,20150919,2015,09,19,良
262,20150920,2015,09,20,良
263,20150921,2015,09,21,良
264,20150922,2015,09,22,良
265,20150923,2015,09,23,良
266,20150924,2015,09,24,良
267,20150925,2015,09,25,良
268,20150926,2015,09,26,良
269,20150927,2015,09,27,良
270,20150928,2015,09,28,良
271,20150929,2015,09,29,优
272,20150930,2015,09,30,优
273,20151001,2015,10,01,良
274,20151002,2015,10,02,良
275,20151003,2015,10,03,良
276,20151004,2015,10,04,良
277,20151005,2015,10,05,良
278,20151006,2015,10,06,优
279,20151007,2015,10,07,优
280,20151008,2015,10,08,优
281,20151009,2015,10,09,良
282,20151010,2015,10,10,良
283,20151011,2015,10,11,良
284,20151012,2015,10,12,良
285,20151013,2015,10,13,良
286,20151014,2015,10,14,良
287,20151015,2015,10,15,良
288,20151016,2015,10,16,轻度污染
289,20151017,2015,10,17,轻度污染
290,20151018,2015,10,18,良
291,20151019,2015,10,19,良
292,20151020,2015,10,20,良
293,20151021,2015,10,21,良
294,20151022,2015,10,22,良
295,20151023,2015,10,23,轻度污染
296,20151024,2015,10,24,轻度污染
297,20151025,2015,10,25,轻度污染
298,20151026,2015,10,26,良
299,20151027,2015,10,27,良
300,20151028,2015,10,28,良
301,20151029,2015,10,29,良
302,20151030,2015,10,30,良
303,20151031,2015,10,31,良
304,20151101,2015,11,01,良
305,20151102,2015,11,02,良
306,20151103,2015,11,03,良
307,20151104,2015,11,04,良
308,20151105,2015,11,05,良
309,20151106,2015,11,06,良
310,20151107,2015,11,07,优
311,20151108,2015,11,08,良
312,20151109,2015,11,09,良
313,20151110,2015,11,10,良
314,20151111,2015,11,11,良
315,20151112,2015,11,12,良
316,20151113,2015,11,13,良
317,20151114,2015,11,14,轻度污染
318,20151115,2015,11,15,良
319,20151116,2015,11,16,轻度污染
320,20151117,2015,11,17,良
321,20151118,2015,11,18,优
322,20151119,2015,11,19,良
323,20151120,2015,11,20,良
324,20151121,2015,11,21,良
325,20151122,2015,11,22,良
326,20151123,2015,11,23,优
327,20151124,2015,11,24,优
328,20151125,2015,11,25,良
329,20151126,2015,11,26,良
330,20151127,2015,11,27,良
331,20151128,2015,11,28,良
332,20151129,2015,11,29,良
333,20151130,2015,11,30,轻度污染
334,20151201,2015,12,01,良
335,20151202,2015,12,02,良
336,20151203,2015,12,03,良
337,20151204,2015,12,04,良
338,20151205,2015,12,05,良
339,20151206,2015,12,06,良
340,20151207,2015,12,07,良
341,20151208,2015,12,08,轻度污染
342,20151209,2015,12,09,轻度污染
343,20151210,2015,12,10,重度污染
344,20151211,2015,12,11,重度污染
345,20151212,2015,12,12,轻度污染
346,20151213,2015,12,13,轻度污染
347,20151214,2015,12,14,中度污染
348,20151215,2015,12,15,良
349,20151216,2015,12,16,良
350,20151217,2015,12,17,良
351,20151218,2015,12,18,良
352,20151219,2015,12,19,轻度污染
353,20151220,2015,12,20,轻度污染
354,20151221,2015,12,21,轻度污染
355,20151222,2015,12,22,重度污染
356,20151223,2015,12,23,重度污染
357,20151224,2015,12,24,轻度污染
358,20151225,2015,12,25,中度污染
359,20151226,2015,12,26,良
360,20151227,2015,12,27,轻度污染
361,20151228,2015,12,28,良
362,20151229,2015,12,29,轻度污染
363,20151230,2015,12,30,轻度污染
364,20151231,2015,12,31,轻度污染
