,Date,Year,Month,Day,指数级别
205,20150725,2015,07,25,良
206,20150726,2015,07,26,良
207,20150727,2015,07,27,良
208,20150728,2015,07,28,良
209,20150729,2015,07,29,良
210,20150730,2015,07,30,良
211,20150731,2015,07,31,良
212,20150801,2015,08,01,良
213,20150802,2015,08,02,良
214,20150803,2015,08,03,优
215,20150804,2015,08,04,优
216,20150805,2015,08,05,良
217,20150806,2015,08,06,优
218,20150807,2015,08,07,良
219,20150808,2015,08,08,良
220,20150809,2015,08,09,良
221,20150810,2015,08,10,良
222,20150811,2015,08,11,轻度污染
223,20150812,2015,08,12,良
224,20150813,2015,08,13,轻度污染
225,20150814,2015,08,14,轻度污染
226,20150815,2015,08,15,良
227,20150816,2015,08,16,轻度污染
228,20150817,2015,08,17,轻度污染
229,20150818,2015,08,18,轻度污染
230,20150819,2015,08,19,良
231,20150820,2015,08,20,良
232,20150821,2015,08,21,良
233,20150822,2015,08,22,良
234,20150823,2015,08,23,良
235,20150824,2015,08,24,良
236,20150825,2015,08,25,良
237,20150826,2015,08,26,良
238,20150827,2015,08,27,良
239,20150828,2015,08,28,良
240,20150829,2015,08,29,良
241,20150830,2015,08,30,良
242,20150831,2015,08,31,良
243,20150901,2015,09,01,优
244,20150902,2015,09,02,优
245,20150903,2015,09,03,良
246,20150904,2015,09,04,良
247,20150905,2015,09,05,良
248,20150906,2015,09,06,优
249,20150907,2015,09,07,良
250,20150908,2015,09,08,良
251,20150909,2015,09,09,轻度污染
252,20150910,2015,09,10,良
253,20150911,2015,09,11,优
254,20150912,2015,09,12,优
255,20150913,2015,09,13,良
256,20150914,2015,09,14,良
257,20150915,2015,09,15,良
258,20150916,2015,09,16,良
259,20150917,2015,09,17,良
260,20150918,2015,09,18,良
261,20150919,2015,09,19,轻度污染
262,20150920,2015,09,20,良
263,20150921,2015,09,21,轻度污染
264,20150922,2015,09,22,轻度污染
265,20150923,2015,09,23,轻度污染
266,20150924,2015,09,24,中度污染
267,20150925,2015,09,25,良
268,20150926,2015,09,26,良
269,20150927,2015,09,27,轻度污染
270,20150928,2015,09,28,轻度污染
271,20150929,2015,09,29,良
272,20150930,2015,09,30,良
273,20151001,2015,10,01,良
274,20151002,2015,10,02,轻度污染
275,20151003,2015,10,03,轻度污染
276,20151004,2015,10,04,重度污染
277,20151005,2015,10,05,中度污染
278,20151006,2015,10,06,中度污染
279,20151007,2015,10,07,轻度污染
280,20151008,2015,10,08,良
281,20151009,2015,10,09,良
282,20151010,2015,10,10,良
283,20151011,2015,10,11,良
284,20151012,2015,10,12,良
285,20151013,2015,10,13,轻度污染
286,20151014,2015,10,14,中度污染
287,20151015,2015,10,15,重度污染
288,20151016,2015,10,16,重度污染
289,20151017,2015,10,17,中度污染
290,20151018,2015,10,18,良
291,20151019,2015,10,19,轻度污染
292,20151020,2015,10,20,重度污染
293,20151021,2015,10,21,中度污染
294,20151022,2015,10,22,良
295,20151023,2015,10,23,轻度污染
296,20151024,2015,10,24,良
297,20151025,2015,10,25,良
298,20151026,2015,10,26,良
299,20151027,2015,10,27,良
300,20151028,2015,10,28,良
301,20151029,2015,10,29,良
302,20151030,2015,10,30,良
303,20151031,2015,10,31,轻度污染
304,20151101,2015,11,01,良
305,20151102,2015,11,02,中度污染
306,20151103,2015,11,03,轻度污染
307,20151104,2015,11,04,中度污染
308,20151105,2015,11,05,轻度污染
309,20151106,2015,11,06,优
310,20151107,2015,11,07,优
311,20151108,2015,11,08,轻度污染
312,20151109,2015,11,09,轻度污染
313,20151110,2015,11,10,中度污染
314,20151111,2015,11,11,重度污染
315,20151112,2015,11,12,重度污染
316,20151113,2015,11,13,轻度污染
317,20151114,2015,11,14,轻度污染
318,20151115,2015,11,15,重度污染
319,20151116,2015,11,16,良
320,20151117,2015,11,17,良
321,20151118,2015,11,18,良
322,20151119,2015,11,19,轻度污染
323,20151120,2015,11,20,中度污染
324,20151121,2015,11,21,轻度污染
325,20151122,2015,11,22,优
326,20151123,2015,11,23,良
327,20151124,2015,11,24,良
328,20151125,2015,11,25,轻度污染
329,20151126,2015,11,26,良
330,20151127,2015,11,27,轻度污染
331,20151128,2015,11,28,重度污染
332,20151129,2015,11,29,严重污染
333,20151130,2015,11,30,严重污染
334,20151201,2015,12,01,重度污染
335,20151202,2015,12,02,中度污染
336,20151203,2015,12,03,良
337,20151204,2015,12,04,良
338,20151205,2015,12,05,中度污染
339,20151206,2015,12,06,重度污染
340,20151207,2015,12,07,重度污染
341,20151208,2015,12,08,重度污染
342,20151209,2015,12,09,中度污染
343,20151210,2015,12,10,严重污染
344,20151211,2015,12,11,轻度污染
345,20151212,2015,12,12,良
346,20151213,2015,12,13,重度污染
347,20151214,2015,12,14,重度污染
348,20151215,2015,12,15,良
349,20151216,2015,12,16,良
350,20151217,2015,12,17,良
351,20151218,2015,12,18,轻度污染
352,20151219,2015,12,19,重度污染
353,20151220,2015,12,20,重度污染
354,20151221,2015,12,21,严重污染
355,20151222,2015,12,22,严重污染
356,20151223,2015,12,23,严重污染
357,20151224,2015,12,24,严重污染
358,20151225,2015,12,25,重度污染
359,20151226,2015,12,26,重度污染
360,20151227,2015,12,27,优
361,20151228,2015,12,28,轻度污染
362,20151229,2015,12,29,重度污染
363,20151230,2015,12,30,重度污染
364,20151231,2015,12,31,重度污染
