,Date,Year,Month,Day,指数级别
122,20140503,2014,05,03,良
123,20140504,2014,05,04,优
124,20140505,2014,05,05,优
125,20140506,2014,05,06,优
126,20140507,2014,05,07,优
127,20140508,2014,05,08,优
128,20140509,2014,05,09,优
129,20140510,2014,05,10,优
130,20140511,2014,05,11,优
131,20140512,2014,05,12,优
132,20140513,2014,05,13,优
133,20140514,2014,05,14,优
134,20140515,2014,05,15,优
135,20140516,2014,05,16,优
136,20140517,2014,05,17,优
137,20140518,2014,05,18,优
138,20140519,2014,05,19,优
139,20140520,2014,05,20,优
140,20140521,2014,05,21,优
141,20140522,2014,05,22,优
142,20140523,2014,05,23,优
143,20140524,2014,05,24,优
144,20140525,2014,05,25,优
145,20140526,2014,05,26,优
146,20140527,2014,05,27,优
147,20140528,2014,05,28,优
148,20140529,2014,05,29,优
149,20140530,2014,05,30,优
150,20140531,2014,05,31,优
151,20140601,2014,06,01,优
152,20140602,2014,06,02,优
153,20140603,2014,06,03,优
154,20140604,2014,06,04,优
155,20140605,2014,06,05,优
156,20140606,2014,06,06,优
157,20140607,2014,06,07,优
158,20140608,2014,06,08,优
159,20140609,2014,06,09,优
160,20140610,2014,06,10,优
161,20140611,2014,06,11,优
162,20140612,2014,06,12,良
163,20140613,2014,06,13,良
164,20140614,2014,06,14,良
165,20140615,2014,06,15,良
166,20140616,2014,06,16,良
167,20140617,2014,06,17,优
168,20140618,2014,06,18,优
169,20140619,2014,06,19,优
170,20140620,2014,06,20,优
171,20140621,2014,06,21,优
172,20140622,2014,06,22,优
173,20140623,2014,06,23,优
174,20140624,2014,06,24,优
175,20140625,2014,06,25,优
176,20140626,2014,06,26,优
177,20140627,2014,06,27,优
178,20140628,2014,06,28,优
179,20140629,2014,06,29,优
180,20140630,2014,06,30,优
181,20140701,2014,07,01,优
182,20140702,2014,07,02,优
183,20140703,2014,07,03,优
184,20140704,2014,07,04,优
185,20140705,2014,07,05,优
186,20140706,2014,07,06,优
187,20140707,2014,07,07,良
188,20140708,2014,07,08,良
189,20140709,2014,07,09,优
190,20140710,2014,07,10,优
191,20140711,2014,07,11,优
192,20140712,2014,07,12,优
193,20140713,2014,07,13,优
194,20140714,2014,07,14,优
195,20140715,2014,07,15,优
196,20140716,2014,07,16,优
197,20140717,2014,07,17,优
198,20140718,2014,07,18,优
199,20140719,2014,07,19,优
200,20140720,2014,07,20,优
201,20140721,2014,07,21,优
202,20140722,2014,07,22,优
203,20140723,2014,07,23,良
204,20140724,2014,07,24,优
205,20140725,2014,07,25,优
206,20140726,2014,07,26,优
207,20140727,2014,07,27,优
208,20140728,2014,07,28,优
209,20140729,2014,07,29,优
210,20140730,2014,07,30,优
211,20140731,2014,07,31,良
212,20140801,2014,08,01,优
213,20140802,2014,08,02,优
214,20140803,2014,08,03,优
215,20140804,2014,08,04,优
216,20140805,2014,08,05,优
217,20140806,2014,08,06,优
218,20140807,2014,08,07,优
219,20140808,2014,08,08,优
220,20140809,2014,08,09,优
221,20140810,2014,08,10,优
222,20140811,2014,08,11,优
223,20140812,2014,08,12,优
224,20140813,2014,08,13,优
225,20140814,2014,08,14,优
226,20140815,2014,08,15,优
227,20140816,2014,08,16,优
228,20140817,2014,08,17,优
229,20140818,2014,08,18,优
230,20140819,2014,08,19,优
231,20140820,2014,08,20,优
232,20140821,2014,08,21,优
233,20140822,2014,08,22,优
234,20140823,2014,08,23,优
235,20140824,2014,08,24,优
236,20140825,2014,08,25,优
237,20140826,2014,08,26,优
238,20140827,2014,08,27,优
239,20140828,2014,08,28,优
240,20140829,2014,08,29,优
241,20140830,2014,08,30,优
242,20140831,2014,08,31,优
243,20140901,2014,09,01,优
244,20140902,2014,09,02,优
245,20140903,2014,09,03,优
246,20140904,2014,09,04,优
247,20140905,2014,09,05,良
248,20140906,2014,09,06,良
249,20140907,2014,09,07,良
250,20140908,2014,09,08,优
251,20140909,2014,09,09,优
252,20140910,2014,09,10,优
253,20140911,2014,09,11,优
254,20140912,2014,09,12,优
255,20140913,2014,09,13,优
256,20140914,2014,09,14,优
257,20140915,2014,09,15,优
258,20140916,2014,09,16,优
259,20140917,2014,09,17,优
260,20140918,2014,09,18,优
261,20140919,2014,09,19,优
262,20140920,2014,09,20,优
263,20140921,2014,09,21,优
264,20140922,2014,09,22,良
265,20140923,2014,09,23,良
266,20140924,2014,09,24,良
267,20140925,2014,09,25,良
268,20140926,2014,09,26,良
269,20140927,2014,09,27,优
270,20140928,2014,09,28,优
271,20140929,2014,09,29,优
272,20140930,2014,09,30,良
273,20141001,2014,10,01,良
274,20141002,2014,10,02,良
275,20141003,2014,10,03,良
276,20141004,2014,10,04,良
277,20141005,2014,10,05,良
278,20141006,2014,10,06,良
279,20141007,2014,10,07,良
280,20141008,2014,10,08,良
281,20141009,2014,10,09,良
282,20141010,2014,10,10,良
283,20141011,2014,10,11,良
284,20141012,2014,10,12,良
285,20141013,2014,10,13,良
286,20141014,2014,10,14,轻度污染
287,20141015,2014,10,15,轻度污染
288,20141016,2014,10,16,轻度污染
289,20141017,2014,10,17,良
290,20141018,2014,10,18,良
291,20141019,2014,10,19,良
292,20141020,2014,10,20,优
293,20141021,2014,10,21,优
294,20141022,2014,10,22,良
295,20141023,2014,10,23,良
296,20141024,2014,10,24,良
297,20141025,2014,10,25,轻度污染
298,20141026,2014,10,26,良
299,20141027,2014,10,27,良
300,20141028,2014,10,28,良
301,20141029,2014,10,29,优
302,20141030,2014,10,30,优
303,20141031,2014,10,31,优
304,20141101,2014,11,01,良
305,20141102,2014,11,02,良
306,20141103,2014,11,03,优
307,20141104,2014,11,04,良
308,20141105,2014,11,05,良
309,20141106,2014,11,06,良
310,20141107,2014,11,07,良
311,20141108,2014,11,08,优
312,20141109,2014,11,09,优
313,20141110,2014,11,10,良
314,20141111,2014,11,11,良
315,20141112,2014,11,12,优
316,20141113,2014,11,13,优
317,20141114,2014,11,14,良
318,20141115,2014,11,15,良
319,20141116,2014,11,16,良
320,20141117,2014,11,17,良
321,20141118,2014,11,18,良
322,20141119,2014,11,19,良
323,20141120,2014,11,20,轻度污染
324,20141121,2014,11,21,良
325,20141122,2014,11,22,良
326,20141123,2014,11,23,良
327,20141124,2014,11,24,优
328,20141125,2014,11,25,良
329,20141126,2014,11,26,良
330,20141127,2014,11,27,良
331,20141128,2014,11,28,优
332,20141129,2014,11,29,优
333,20141130,2014,11,30,优
334,20141201,2014,12,01,优
335,20141202,2014,12,02,优
336,20141203,2014,12,03,优
337,20141204,2014,12,04,优
338,20141205,2014,12,05,优
339,20141206,2014,12,06,良
340,20141207,2014,12,07,良
341,20141208,2014,12,08,优
342,20141209,2014,12,09,良
343,20141210,2014,12,10,轻度污染
344,20141211,2014,12,11,良
345,20141212,2014,12,12,良
346,20141213,2014,12,13,良
347,20141214,2014,12,14,良
348,20141215,2014,12,15,良
349,20141216,2014,12,16,良
350,20141217,2014,12,17,良
351,20141218,2014,12,18,良
352,20141219,2014,12,19,良
353,20141220,2014,12,20,良
354,20141221,2014,12,21,良
355,20141222,2014,12,22,良
356,20141223,2014,12,23,良
357,20141224,2014,12,24,良
358,20141225,2014,12,25,轻度污染
359,20141226,2014,12,26,良
360,20141227,2014,12,27,良
361,20141228,2014,12,28,良
362,20141229,2014,12,29,良
363,20141230,2014,12,30,良
364,20141231,2014,12,31,良
